timestamp,aoa_deg,thickness_m,speed_mps,Cd,Cl,max_disp_m,max_stress_Pa,fea_outbase,notes,L_over_D,pass_disp,pass_stress,PASS,PASS_rank,disp_util_%,stress_util_%,disp_margin_mm,stress_margin_MPa
2025-08-19 13:45:36,0.0,0.003,69.44,0.0383373,0.0131553,0.0001916693808366,4699943.335719754,/case/fea/auto_run_20250819_134536,from simpleFoam.log,0.3431462309462809,True,True,True,0,1.92,0.67,9.808,695.3
2025-08-25 11:38:21,12.0,0.0025,69.44,0.0759299,-0.000186461,0.0012485329269751,28564298.62041013,/case/fea/auto_run_20250825_113821,baseline (pitch-XZ) | from simpleFoam.log,-0.00245569926995221,True,True,True,0,12.49,4.08,8.751,671.436
2025-08-25 11:41:12,12.0,0.0025,69.44,0.0759299,-0.000186461,0.0012485329269751,28564298.62041013,/case/fea/auto_run_20250825_114111,baseline (refs+dirs locked) | from simpleFoam.log,-0.00245569926995221,True,True,True,0,12.49,4.08,8.751,671.436
2025-08-25 11:43:59,18.0,0.0025,69.44,0.145191,-0.000899586,6.828798837784431e-05,3752673.3442926058,/case/fea/auto_run_20250825_114359,baseline (pitch-XZ AoA18) | from simpleFoam.log,-0.006195879909869097,True,True,True,0,0.68,0.54,9.932,696.247
2025-08-25 10:52:59,12.0,0.0025,69.44,0.0718015,-0.000825828,1.739141857768508e-05,1506616.4565810736,/case/fea/auto_run_20250825_105259,"gurney=15mm,thick≈3mm (liftDir-down) | from simpleFoam.log",-0.011501542446724628,True,True,True,0,0.17,0.22,9.983,698.493
2025-08-25 11:38:29,12.0,0.0025,69.44,0.0763307,-0.000896602,2.0123436273294502e-05,1786163.8975908146,/case/fea/auto_run_20250825_113829,"gurney=15mm,thick≈3mm (pitch-XZ) | from simpleFoam.log",-0.011746282950218637,True,True,True,0,0.2,0.26,9.98,698.214
2025-08-25 10:47:37,12.0,0.0025,69.44,0.0718015,-0.170472,1.739141857768508e-05,1506616.4565810736,/case/fea/auto_run_20250825_104737,"gurney=15mm,thick≈3mm (meshed) | from simpleFoam.log",-2.3742122378728268,True,True,True,0,0.17,0.22,9.983,698.493
2025-08-25 12:12:57,12.0,0.0025,69.44,0.072614,0.263675,533578.4118294975,12453963.609109145,/case/fea/auto_run_20250825_121254,"gurney=5mm (XY,-Y) + TEref | from simpleFoam.log",3.6311868234275595,False,True,False,1,5335784118.29,1.78,-533578401.829,687.546
2025-08-25 12:27:33,12.0,0.0025,69.44,0.0771651,0.257498,2659951.002782758,12028451.127106136,/case/fea/auto_run_20250825_122730,"gurney=10mm (pressure-side, XY,-Y) + TEref | from simpleFoam.log",3.3369748759045605,False,True,False,1,26599510027.83,1.72,-2659950992.783,687.972
2025-08-15 21:27:32,3.0,0.0025,69.44,0.0383373,0.0131553,,,/case/fea/auto_run_20250815_212731,,0.3431462309462809,False,False,False,1,,,,
2025-08-15 22:15:29,3.0,0.0025,69.44,0.0383373,0.0131553,,,/case/fea/auto_run_20250815_221529,,0.3431462309462809,False,False,False,1,,,,
2025-08-15 22:28:23,3.0,0.0025,69.44,0.0383373,0.0131553,,,/case/fea/auto_run_20250815_222823,,0.3431462309462809,False,False,False,1,,,,
2025-08-15 22:34:45,3.0,0.0025,69.44,0.0383373,0.0131553,,,/case/fea/auto_run_20250815_223445,,0.3431462309462809,False,False,False,1,,,,
2025-08-15 22:45:30,3.0,0.0025,69.44,0.0383373,0.0131553,,,/case/fea/auto_run_20250815_224530,,0.3431462309462809,False,False,False,1,,,,
2025-08-25 15:27:42,16.0,0.0025,69.44,-69150000000.0,20983300000.0,21431011.609608855,5.845732661369128e+18,/case/fea/auto_run_20250825_152735,"gurney=3mm suction-side (XY,-Y) + TEref | from simpleFoam.log",0.3034461315979754,False,False,False,1,214310116096.09,835104665909.88,-21431011599.609,-5845732660669.128
